state,state_abbrev,county,fips,lat,long
Alabama,AL,Monroe,1099,31.56729412,-87.36995001
Alabama,AL,Montgomery,1101,32.2206831,-86.20969272
Alabama,AL,Morgan,1103,34.45500589,-86.85475946
Alabama,AL,Perry,1105,32.64048341,-87.29770589
Alabama,AL,Pickens,1107,33.28094866,-88.08818103
Alabama,AL,Pike,1109,31.80396383,-85.9408295
Alabama,AL,Randolph,1111,33.29526734,-85.45708831
Alabama,AL,Russell,1113,32.28725256,-85.18415324
Alabama,AL,Shelby,1117,33.26879845,-86.66232561
Alabama,AL,St. Clair,1115,33.71902176,-86.31029372
Alabama,AL,Sumter,1119,32.59117397,-88.19916205
Alabama,AL,Talladega,1121,33.37823223,-86.16886178
Alabama,AL,Tallapoosa,1123,32.86698258,-85.79833053
Alabama,AL,Tuscaloosa,1125,33.28726072,-87.52556818
Alabama,AL,Walker,1127,33.80270512,-87.30027177
Alabama,AL,Washington,1129,31.4092794,-88.20689944
Alabama,AL,Wilcox,1131,31.98773215,-87.30891118
Alabama,AL,Winston,1133,34.15030532,-87.37325922
Alaska,AK,Aleutians East,2013,55.32222414,-161.9722021
Alaska,AK,Aleutians West,2016,52.72541116,-110.4086433
Alaska,AK,Anchorage,2020,61.14998174,-149.1426986
Alaska,AK,Bethel,2050,60.90980451,-159.8561831
Alaska,AK,Bristol Bay,2060,58.74513976,-156.701064
Alaska,AK,Denali,2068,63.67264044,-150.0076108
Alaska,AK,Dillingham,2070,59.79603738,-158.2381942
Alaska,AK,Fairbanks North Star,2090,64.80726247,-146.5692662
Alaska,AK,Haines,2100,59.09893571,-135.4679843
Alaska,AK,Hoonah-Angoon,2105,58.29307365,-135.6424424
Alaska,AK,Juneau,2110,58.45031811,-134.200436
Alaska,AK,Kenai Peninsula,2122,60.24429722,-151.5388884
Alaska,AK,Ketchikan Gateway,2130,55.57445008,-130.975561
Alaska,AK,Kodiak Island,2150,57.65529415,-153.7493579
Alaska,AK,Kusilvak,2158,62.1542916,-163.3967883
Alaska,AK,Lake and Peninsula,2164,58.62403337,-156.2140589
Alaska,AK,Matanuska-Susitna,2170,62.31305045,-149.5741743
Alaska,AK,Nome,2180,64.90320724,-164.0353804
Alaska,AK,North Slope,2185,69.31479216,-153.4836093
Alaska,AK,Northwest Arctic,2188,67.04919196,-159.7503946
Alaska,AK,Petersburg,2195,57.13978948,-132.9540995
Alaska,AK,Prince of Wales-Hyder,2198,55.76261984,-133.0511621
Alaska,AK,Sitka,2220,57.24124555,-135.3206587
Alaska,AK,Skagway,2230,59.56149996,-135.3337748
Alaska,AK,Southeast Fairbanks,2240,63.87692095,-143.2127643
Alaska,AK,Valdez-Cordova,2261,61.47502768,-144.7126799
Alaska,AK,Wrangell,2275,56.3202004,-132.0583731
Alaska,AK,Yakutat,2282,59.8909808,-140.3601451
Alaska,AK,Yukon-Koyukuk,2290,65.50815459,-151.3907387
Arizona,AZ,Apache,4001,35.39465006,-109.4892383
Arizona,AZ,Cochise,4003,31.87934684,-109.7516088
Arizona,AZ,Coconino,4005,35.83883429,-111.7707178
Arizona,AZ,Gila,4007,33.80190085,-110.8132779
Arizona,AZ,Graham,4009,32.93166885,-109.8882178
Arizona,AZ,Greenlee,4011,33.21498827,-109.2405279
Arizona,AZ,La Paz,4012,33.72854224,-113.9810029
Arizona,AZ,Maricopa,4013,33.34835867,-112.4918154
Arizona,AZ,Mohave,4015,35.70471703,-113.7577902
Arizona,AZ,Navajo,4017,35.3997715,-110.3218983
Arizona,AZ,Pima,4019,32.0971334,-111.7890033
Arizona,AZ,Pinal,4021,32.90525627,-111.3449483
Arizona,AZ,Santa Cruz,4023,31.52508998,-110.8479088
Arizona,AZ,Yavapai,4025,34.59933926,-112.5538588
Arizona,AZ,Yuma,4027,32.76895712,-113.9066674
Arkansas,AR,Arkansas,5001,34.29145151,-91.37277296
Arkansas,AR,Ashley,5003,33.19153461,-91.7698471
Arkansas,AR,Baxter,5005,36.28784385,-92.33782872
Arkansas,AR,Benton,5007,36.33644656,-94.25680817
Arkansas,AR,Boone,5009,36.3084504,-93.09374925
Arkansas,AR,Bradley,5011,33.46755808,-92.15980837
Arkansas,AR,Calhoun,5013,33.55598792,-92.49974403
Arkansas,AR,Carroll,5015,36.3403856,-93.54270261
Arkansas,AR,Chicot,5017,33.26458973,-91.29539209
Arkansas,AR,Clark,5019,34.04613432,-93.17484713
Arkansas,AR,Clay,5021,36.36826212,-90.4148172
Arkansas,AR,Cleburne,5023,35.53864922,-92.02640019
Arkansas,AR,Cleveland,5025,33.89723187,-92.18537045
Arkansas,AR,Columbia,5027,33.21230701,-93.22642793
Arkansas,AR,Conway,5029,35.26205537,-92.70506566
Arkansas,AR,Craighead,5031,35.83018283,-90.63235729
Arkansas,AR,Crawford,5033,35.58928601,-94.2446814
Arkansas,AR,Crittenden,5035,35.21247318,-90.30839406
Arkansas,AR,Cross,5037,35.29631396,-90.77185818
Arkansas,AR,Dallas,5039,33.97042763,-92.65167437
Arkansas,AR,Desha,5041,33.83011025,-91.25500948
Arkansas,AR,Drew,5043,33.59035001,-91.71777921
Arkansas,AR,Faulkner,5045,35.14719007,-92.33717519
Arkansas,AR,Franklin,5047,35.51202821,-93.89299569
Arkansas,AR,Fulton,5049,36.38177105,-91.81729127
Arkansas,AR,Garland,5051,34.57692074,-93.14921604
Arkansas,AR,Grant,5053,34.29017991,-92.42320562
Arkansas,AR,Greene,5055,36.1173546,-90.55832668
Arkansas,AR,Hempstead,5057,33.73325583,-93.66935133
Arkansas,AR,Hot Spring,5059,34.31709259,-92.95396325
Arkansas,AR,Howard,5061,34.09007427,-93.9934871
Arkansas,AR,Independence,5063,35.74242707,-91.57001641
Arkansas,AR,Izard,5065,36.09604046,-91.90847954
Arkansas,AR,Jackson,5067,35.59802983,-91.21494602
Arkansas,AR,Jefferson,5069,34.26767081,-91.92619839
Arkansas,AR,Johnson,5071,35.56759135,-93.46036368
Arkansas,AR,Lafayette,5073,33.24116713,-93.60677071
Arkansas,AR,Lawrence,5075,36.04188196,-91.10867198
Arkansas,AR,Lee,5077,34.78498904,-90.78383866
Arkansas,AR,Lincoln,5079,33.95317155,-91.74002806
Arkansas,AR,Little River,5081,33.70375665,-94.23468591
Arkansas,AR,Logan,5083,35.21413234,-93.71951016
Arkansas,AR,Lonoke,5085,34.75392199,-91.88742357
Arkansas,AR,Madison,5087,36.01038185,-93.72524943
Arkansas,AR,Marion,5089,36.26844485,-92.68451899
Arkansas,AR,Miller,5091,33.31403423,-93.89285258
Arkansas,AR,Mississippi,5093,35.76271485,-90.0519437
Arkansas,AR,Monroe,5095,34.6815935,-91.20540287
Arkansas,AR,Montgomery,5097,34.53704874,-93.65824478
Arkansas,AR,Nevada,5099,33.66340119,-93.30632432
Arkansas,AR,Newton,5101,35.91947491,-93.21612969
Arkansas,AR,Ouachita,5103,33.58839816,-92.87795984
Arkansas,AR,Perry,5105,34.9459153,-92.94372564
Arkansas,AR,Phillips,5107,34.43268455,-90.84800154
Arkansas,AR,Pike,5109,34.16250414,-93.65789349
Arkansas,AR,Poinsett,5111,35.57433534,-90.66268713
Arkansas,AR,Polk,5113,34.48254879,-94.22728802
Arkansas,AR,Pope,5115,35.44871474,-93.03212219
Arkansas,AR,Prairie,5117,34.83624419,-91.55162157
Arkansas,AR,Pulaski,5119,34.77054088,-92.31355101
Arkansas,AR,Randolph,5121,36.3415714,-91.02455531
Arkansas,AR,Saline,5125,34.64916145,-92.67583224
Arkansas,AR,Scott,5127,34.85588887,-94.0632176
Arkansas,AR,Searcy,5129,35.9109364,-92.69936482
Arkansas,AR,Sebastian,5131,35.19605503,-94.27162713
Arkansas,AR,Sevier,5133,33.99780401,-94.2424869
Arkansas,AR,Sharp,5135,36.16258158,-91.47819342
Arkansas,AR,St. Francis,5123,35.02201976,-90.74828138
Arkansas,AR,Stone,5137,35.86251946,-92.15684085
Arkansas,AR,Union,5139,33.16887091,-92.59746952
Arkansas,AR,Van Buren,5141,35.58095779,-92.51295036
Arkansas,AR,Washington,5143,35.976844,-94.21800746
Arkansas,AR,White,5145,35.25688493,-91.74908296
Arkansas,AR,Woodruff,5147,35.18902527,-91.2439489
Arkansas,AR,Yell,5149,35.00292371,-93.41171338
California,CA,Alameda,6001,37.64629437,-121.8929271
California,CA,Alpine,6003,38.59678594,-119.8223594
California,CA,Amador,6005,38.44583082,-120.65696
California,CA,Butte,6007,39.66727762,-121.6005252
California,CA,Calaveras,6009,38.20537103,-120.552913
California,CA,Colusa,6011,39.17881957,-122.2331726
California,CA,Contra Costa,6013,37.91923498,-121.9289527
California,CA,Del Norte,6015,41.74228275,-123.8974063
California,CA,El Dorado,6017,38.77965956,-120.5233166
California,CA,Fresno,6019,36.75733899,-119.6466953
California,CA,Glenn,6021,39.59875897,-122.3938452
California,CA,Humboldt,6023,40.69923009,-123.876044
California,CA,Imperial,6025,33.0393082,-115.3669042
California,CA,Inyo,6027,36.51112084,-117.4111978
California,CA,Kern,6029,35.34329425,-118.7277796
California,CA,Kings,6031,36.07409056,-119.8159973
California,CA,Lake,6033,39.10124298,-122.7536244
California,CA,Lassen,6035,40.67311306,-120.5935099
California,CA,Los Angeles,6037,34.30828379,-118.2282411
California,CA,Madera,6039,37.21513971,-119.7665589
California,CA,Marin,6041,38.07122463,-122.7210631
California,CA,Mariposa,6043,37.57978556,-119.9073334
California,CA,Mendocino,6045,39.4381191,-123.3911313
California,CA,Merced,6047,37.18922369,-120.7209035
California,CA,Modoc,6049,41.58965602,-120.7244817
California,CA,Mono,6051,37.93899289,-118.8872409
California,CA,Monterey,6053,36.21862405,-121.2413397
California,CA,Napa,6055,38.50735751,-122.332839
California,CA,Nevada,6057,39.30394768,-120.7627281
California,CA,Orange,6059,33.70147516,-117.7645998
California,CA,Placer,6061,39.06167234,-120.7240569
California,CA,Plumas,6063,40.00355989,-120.8395236
California,CA,Riverside,6065,33.74314981,-115.9933578
California,CA,Sacramento,6067,38.45106826,-121.3425374
California,CA,San Benito,6069,36.60308176,-121.069975
California,CA,San Bernardino,6071,34.84060306,-116.1774685
California,CA,San Diego,6073,33.03484597,-116.7365326
California,CA,San Francisco,6075,37.75215114,-122.4385672
California,CA,San Joaquin,6077,37.93433732,-121.2730061
California,CA,San Luis Obispo,6079,35.38822029,-120.4039028
California,CA,San Mateo,6081,37.4228808,-122.3275546
California,CA,Santa Barbara,6083,34.65329488,-120.0188492
California,CA,Santa Clara,6085,37.23104908,-121.6970462
California,CA,Santa Cruz,6087,37.05580291,-122.0066524
California,CA,Shasta,6089,40.76391419,-122.0396884
California,CA,Sierra,6091,39.57713498,-120.5200701
California,CA,Siskiyou,6093,41.59198861,-122.5407434
California,CA,Solano,6095,38.26827353,-121.9357113
California,CA,Sonoma,6097,38.52746429,-122.8862506
California,CA,Stanislaus,6099,37.55862499,-120.9970722
California,CA,Sutter,6101,39.03417539,-121.6945899
California,CA,Tehama,6103,40.12570935,-122.2370171
California,CA,Trinity,6105,40.6491767,-123.114713
California,CA,Tulare,6107,36.22026558,-118.8020203
California,CA,Tuolumne,6109,38.02644018,-119.9525093
California,CA,Ventura,6111,34.44465746,-119.0910613
California,CA,Yolo,6113,38.68278902,-121.9018288
California,CA,Yuba,6115,39.26255932,-121.3535644
Colorado,CO,Adams,8001,39.87432092,-104.3362578
Colorado,CO,Alamosa,8003,37.57250606,-105.7885451
Colorado,CO,Arapahoe,8005,39.64977461,-104.3353617
Colorado,CO,Archuleta,8007,37.19474156,-107.0476867
Colorado,CO,Baca,8009,37.31940883,-102.5603223
Colorado,CO,Bent,8011,37.95474293,-103.0720195
Colorado,CO,Boulder,8013,40.09313619,-105.3546767
Colorado,CO,Broomfield,8014,39.95998787,-105.0566324
Colorado,CO,Chaffee,8015,38.74745778,-106.1926573
Colorado,CO,Cheyenne,8017,38.82777431,-102.6032558
Colorado,CO,Clear Creek,8019,39.68864463,-105.6463118
Colorado,CO,Conejos,8021,37.201606,-106.1917488
Colorado,CO,Costilla,8023,37.27732493,-105.4276548
Colorado,CO,Crowley,8025,38.32608609,-103.7844965
Colorado,CO,Custer,8027,38.10883162,-105.3683478
Colorado,CO,Delta,8029,38.86246243,-107.8631342
Colorado,CO,Denver,8031,39.76018276,-104.8725695
Colorado,CO,Dolores,8033,37.75208676,-108.5211585
Colorado,CO,Douglas,8035,39.33133796,-104.930001
Colorado,CO,Eagle,8037,39.62754308,-106.6933637
Colorado,CO,El Paso,8041,38.83240149,-104.5251411
Colorado,CO,Elbert,8039,39.28656773,-104.1358721
Colorado,CO,Fremont,8043,38.47362326,-105.4399667
Colorado,CO,Garfield,8045,39.59921777,-107.902708
Colorado,CO,Gilpin,8047,39.85646523,-105.5252597
Colorado,CO,Grand,8049,40.10603347,-106.1178042
Colorado,CO,Gunnison,8051,38.66611652,-107.0320729
Colorado,CO,Hinsdale,8053,37.82247444,-107.3004345
Colorado,CO,Huerfano,8055,37.68473101,-104.9612585
Colorado,CO,Jackson,8057,40.6659387,-106.3408905
Colorado,CO,Jefferson,8059,39.58635604,-105.2517692
Colorado,CO,Kiowa,8061,38.43260896,-102.7392145
Colorado,CO,Kit Carson,8063,39.30497777,-102.6022199
Colorado,CO,La Plata,8067,37.28632032,-107.8429014
Colorado,CO,Lake,8065,39.20278823,-106.3555697
Colorado,CO,Larimer,8069,40.66671597,-105.4625784
Colorado,CO,Las Animas,8071,37.3153406,-104.0376458
Colorado,CO,Lincoln,8073,38.98749519,-103.5136649
Colorado,CO,Logan,8075,40.7249637,-103.110817
Colorado,CO,Mesa,8077,39.01787888,-108.469799
Colorado,CO,Mineral,8079,37.66954283,-106.9281698
Colorado,CO,Moffat,8081,40.61810999,-108.2070876
Colorado,CO,Montezuma,8083,37.33859579,-108.5958857
Colorado,CO,Montrose,8085,38.40214114,-108.2639022
Colorado,CO,Morgan,8087,40.2627981,-103.8093302
Colorado,CO,Otero,8089,37.9014485,-103.7173385
Colorado,CO,Ouray,8091,38.14717457,-107.7675136
Colorado,CO,Park,8093,39.120926,-105.7182065
Colorado,CO,Phillips,8095,40.59414277,-102.3577703
Colorado,CO,Pitkin,8097,39.21720112,-106.9310027
Colorado,CO,Prowers,8099,37.95544985,-102.3926052
Colorado,CO,Pueblo,8101,38.17359144,-104.5127437
Colorado,CO,Rio Blanco,8103,39.97913541,-108.2179009
Colorado,CO,Rio Grande,8105,37.5836865,-106.3847838
Colorado,CO,Routt,8107,40.48596505,-106.9905548
Colorado,CO,Saguache,8109,38.08054629,-106.282466
Colorado,CO,San Juan,8111,37.76248981,-107.6763289
Colorado,CO,San Miguel,8113,38.00450883,-108.4020725
Colorado,CO,Sedgwick,8115,40.87595412,-102.3519227
Colorado,CO,Summit,8117,39.63803232,-106.1150762
Colorado,CO,Teller,8119,38.88133511,-105.1614893
Colorado,CO,Washington,8121,39.97015535,-103.202587
Colorado,CO,Weld,8123,40.55499405,-104.3929621
Colorado,CO,Yuma,8125,40.00346839,-102.4258673
Connecticut,CT,Fairfield,9001,41.26809896,-73.3881171
Connecticut,CT,Hartford,9003,41.80283011,-72.73103891
Connecticut,CT,Litchfield,9005,41.7937534,-73.2451475
Connecticut,CT,Middlesex,9007,41.45949668,-72.53714864
Connecticut,CT,New Haven,9009,41.4080325,-72.93620426
Connecticut,CT,New London,9011,41.48896435,-72.10430976
Connecticut,CT,Tolland,9013,41.85853803,-72.3308481
Connecticut,CT,Windham,9015,41.82972709,-71.98182316
Delaware,DE,Kent,10001,39.08646628,-75.56884914
Delaware,DE,New Castle,10003,39.57992638,-75.64054974
Delaware,DE,Sussex,10005,38.66143781,-75.39031349
District of Columbia,DC,District of Columbia,11001,38.90417773,-77.01655992
Florida,FL,Alachua,12001,29.67866525,-82.35928158
Florida,FL,Baker,12003,30.33060121,-82.28467476
Florida,FL,Bay,12005,30.26548745,-85.62122584
Florida,FL,Bradford,12007,29.95079741,-82.16611613
Florida,FL,Brevard,12009,28.29409504,-80.73091022
Florida,FL,Broward,12011,26.15184651,-80.48725556
Florida,FL,Calhoun,12013,30.40666734,-85.19394153
Florida,FL,Charlotte,12015,26.90131002,-81.92949121
Florida,FL,Citrus,12017,28.84804315,-82.47614748
Florida,FL,Clay,12019,29.98319144,-81.85609986
Florida,FL,Collier,12021,26.11091986,-81.34687065
Florida,FL,Columbia,12023,30.22509788,-82.62160164
Florida,FL,DeSoto,12027,27.18677893,-81.80941373
Florida,FL,Dixie,12029,29.60631086,-83.15724673
Florida,FL,Duval,12031,30.33225875,-81.66976468
Florida,FL,Escambia,12033,30.67652764,-87.37284571
Florida,FL,Flagler,12035,29.45933576,-81.31508595
Florida,FL,Franklin,12037,29.83791238,-84.82731662
Florida,FL,Gadsden,12039,30.57796289,-84.61915825
Florida,FL,Gilchrist,12041,29.72856978,-82.79880657
Florida,FL,Glades,12043,26.95635849,-81.18996211
Florida,FL,Gulf,12045,29.93543004,-85.2427099
Florida,FL,Hamilton,12047,30.49673973,-82.94998918
Florida,FL,Hardee,12049,27.49293939,-81.80956574
Florida,FL,Hendry,12051,26.55386945,-81.16469006
Florida,FL,Hernando,12053,28.55364461,-82.42700204
Florida,FL,Highlands,12055,27.34254618,-81.34071957
Florida,FL,Hillsborough,12057,27.9276559,-82.32013172
Florida,FL,Holmes,12059,30.86747479,-85.81319222
Florida,FL,Indian River,12061,27.69308961,-80.60556721
Florida,FL,Jackson,12063,30.7954597,-85.21500423
Florida,FL,Jefferson,12065,30.43669112,-83.89442308
Florida,FL,Lafayette,12067,29.98484137,-83.18166636
Florida,FL,Lake,12069,28.76202069,-81.7125123
Florida,FL,Lee,12071,26.58410348,-81.88399313
Florida,FL,Leon,12073,30.45955727,-84.27491114
Florida,FL,Levy,12075,29.31829741,-82.74007147
Florida,FL,Liberty,12077,30.23766008,-84.8829258
Florida,FL,Madison,12079,30.44396917,-83.47398594
Florida,FL,Manatee,12081,27.47196942,-82.31831044
Florida,FL,Marion,12083,29.21227113,-82.05803627
Florida,FL,Martin,12085,27.0772071,-80.43109784
Florida,FL,Miami-Dade,12086,25.6112362,-80.55170587
Florida,FL,Monroe,12087,25.20904673,-81.07812416
Florida,FL,Nassau,12089,30.61037141,-81.80297522
Florida,FL,Okaloosa,12091,30.69143028,-86.59267105
Florida,FL,Okeechobee,12093,27.3863362,-80.88944347
Florida,FL,Orange,12095,28.51367621,-81.31799498
Florida,FL,Osceola,12097,28.06312234,-81.14882926
Florida,FL,Palm Beach,12099,26.64676272,-80.46536002
Florida,FL,Pasco,12101,28.30810945,-82.40227529
Florida,FL,Pinellas,12103,27.93130349,-82.72239666
Florida,FL,Polk,12105,27.95027105,-81.69732947
Florida,FL,Putnam,12107,29.60779729,-81.74230285
Florida,FL,Santa Rosa,12113,30.6934145,-87.02458128
Florida,FL,Sarasota,12115,27.18546175,-82.33174248
Florida,FL,Seminole,12117,28.7158582,-81.24060348
Florida,FL,St. Johns,12109,29.90096506,-81.43589967
Florida,FL,St. Lucie,12111,27.37763908,-80.47106649
Florida,FL,Sumter,12119,28.70181754,-82.0794267
Florida,FL,Suwannee,12121,30.19746066,-82.9909967
Florida,FL,Taylor,12123,30.04848048,-83.60445406
Florida,FL,Union,12125,30.04412971,-82.37497443
Florida,FL,Volusia,12127,29.05858895,-81.18263252
Florida,FL,Wakulla,12129,30.16548905,-84.39895211
Florida,FL,Walton,12131,30.64204028,-86.16935664
Florida,FL,Washington,12133,30.61359259,-85.66002461
Georgia,GA,Appling,13001,31.74847232,-82.28909114
Georgia,GA,Atkinson,13003,31.29633502,-82.87545866
Georgia,GA,Bacon,13005,31.55456473,-82.45936528
Georgia,GA,Baker,13007,31.32669878,-84.44218806
Georgia,GA,Baldwin,13009,33.06882326,-83.24701748
Georgia,GA,Banks,13011,34.35607081,-83.49644388
Georgia,GA,Barrow,13013,33.99148694,-83.71436292
Georgia,GA,Bartow,13015,34.23732119,-84.83887523
Georgia,GA,Ben Hill,13017,31.76095874,-83.22145359
Georgia,GA,Berrien,13019,31.27590016,-83.2252992
Georgia,GA,Bibb,13021,32.80904227,-83.70489165
Georgia,GA,Bleckley,13023,32.43829035,-83.33035166
Georgia,GA,Brantley,13025,31.19576557,-81.97743999
Georgia,GA,Brooks,13027,30.83922642,-83.58303423
Georgia,GA,Bryan,13029,32.00979311,-81.44002948
Georgia,GA,Bulloch,13031,32.39577406,-81.74811421
Georgia,GA,Burke,13033,33.05917989,-81.99928721
Georgia,GA,Butts,13035,33.2830945,-83.9543504
Georgia,GA,Calhoun,13037,31.53169785,-84.62725131
Georgia,GA,Camden,13039,30.92951916,-81.66601818
Georgia,GA,Candler,13043,32.40209349,-82.07702563
Georgia,GA,Carroll,13045,33.58138199,-85.07976677
Georgia,GA,Catoosa,13047,34.89872298,-85.13757014
Georgia,GA,Charlton,13049,30.78371028,-82.13951596
Georgia,GA,Chatham,13051,32.00043026,-81.12489526
Georgia,GA,Chattahoochee,13053,32.34341231,-84.78809239
Georgia,GA,Chattooga,13055,34.47197698,-85.34535662
Georgia,GA,Cherokee,13057,34.24393976,-84.47431861
Georgia,GA,Clarke,13059,33.95436462,-83.37124007
Georgia,GA,Clay,13061,31.62221166,-84.97713865
Georgia,GA,Clayton,13063,33.54187245,-84.35594188
Georgia,GA,Clinch,13065,30.91395822,-82.70432472
Georgia,GA,Cobb,13067,33.94243204,-84.5761255
Georgia,GA,Coffee,13069,31.54892966,-82.8549206
Georgia,GA,Colquitt,13071,31.18810588,-83.7677946
Georgia,GA,Columbia,13073,33.54534185,-82.263524
Georgia,GA,Cook,13075,31.16068491,-83.42947229
Georgia,GA,Coweta,13077,33.35334302,-84.76129976
Georgia,GA,Crawford,13079,32.71391813,-83.98061238
Georgia,GA,Crisp,13081,31.92289565,-83.76811843
Georgia,GA,Dade,13083,34.8549167,-85.50490424
Georgia,GA,Dawson,13085,34.44244079,-84.16964071
Georgia,GA,Decatur,13087,30.87967778,-84.57619536
Georgia,GA,DeKalb,13089,33.76944049,-84.22396017
Georgia,GA,Dodge,13091,32.17265114,-83.16948926
Georgia,GA,Dooly,13093,32.15630737,-83.79746561
Georgia,GA,Dougherty,13095,31.53328528,-84.21722377
Georgia,GA,Douglas,13097,33.70291126,-84.77026156
Georgia,GA,Early,13099,31.32155345,-84.90255207
Georgia,GA,Echols,13101,30.71101099,-82.89687287
Georgia,GA,Effingham,13103,32.36616021,-81.34280942
Georgia,GA,Elbert,13105,34.11302332,-82.83936148
Georgia,GA,Emanuel,13107,32.59221302,-82.30239915
Georgia,GA,Evans,13109,32.15328841,-81.8870105
Georgia,GA,Fannin,13111,34.86430205,-84.316964
Georgia,GA,Fayette,13113,33.41357794,-84.49089434
Georgia,GA,Floyd,13115,34.26268279,-85.21577392
Georgia,GA,Forsyth,13117,34.22604035,-84.1231513
Georgia,GA,Franklin,13119,34.37525597,-83.23159927
Georgia,GA,Fulton,13121,33.79216944,-84.46319413
Georgia,GA,Gilmer,13123,34.69316688,-84.45802506
Georgia,GA,Glascock,13125,33.22879932,-82.61297636
Georgia,GA,Glynn,13127,31.23279254,-81.53811412
Georgia,GA,Gordon,13129,34.50487351,-84.87296253
Georgia,GA,Grady,13131,30.87454847,-84.23418364
Georgia,GA,Greene,13133,33.5769205,-83.17139104
Georgia,GA,Gwinnett,13135,33.96044201,-84.02137802
Georgia,GA,Habersham,13137,34.63331566,-83.53094677
Georgia,GA,Hall,13139,34.32207823,-83.81896936
Georgia,GA,Hancock,13141,33.2721566,-82.99766919
Georgia,GA,Haralson,13143,33.79602175,-85.21005667
Georgia,GA,Harris,13145,32.73709786,-84.90538572
Georgia,GA,Hart,13147,34.34626973,-82.96567682
Georgia,GA,Heard,13149,33.29686567,-85.12886832
Georgia,GA,Henry,13151,33.4533428,-84.1481466
Georgia,GA,Houston,13153,32.45802497,-83.66879087
Georgia,GA,Irwin,13155,31.60213036,-83.27501387
Georgia,GA,Jackson,13157,34.13794553,-83.56814788
Georgia,GA,Jasper,13159,33.31535543,-83.68844964
Georgia,GA,Jeff Davis,13161,31.80405727,-82.6372487
Georgia,GA,Jefferson,13163,33.05867328,-82.41609057
Georgia,GA,Jenkins,13165,32.79248718,-81.96040187
Georgia,GA,Johnson,13167,32.70211082,-82.66166794
Georgia,GA,Jones,13169,33.02512137,-83.56019163
Georgia,GA,Lamar,13171,33.07841647,-84.14263877
Georgia,GA,Lanier,13173,31.0382857,-83.06472457
Georgia,GA,Laurens,13175,32.46325233,-82.92221316
Georgia,GA,Lee,13177,31.7793306,-84.14324253
Georgia,GA,Liberty,13179,31.82588896,-81.49251135
Georgia,GA,Lincoln,13181,33.79201475,-82.45024131
Georgia,GA,Long,13183,31.75218791,-81.74952375
Georgia,GA,Lowndes,13185,30.83568832,-83.27056716
Georgia,GA,Lumpkin,13187,34.57286511,-84.00425681
Georgia,GA,Macon,13193,32.35207048,-84.04234127
Georgia,GA,Madison,13195,34.12920917,-83.21218732
